uniq_a	uniq_b	shared	sample_a	sample_b
3724	3866	20295	100-Che-R-Sof-2	100-Che-M-Sang-2
2748	4547	21271	100-Che-R-Sof-2	100-Che-M-Sof-1
22531	948	1488	100-Che-R-Sof-2	100-Che-M-Sof-2
5128	2776	18891	100-Che-R-Sof-2	100-Che-R-Sang-1
4521	3138	19498	100-Che-R-Sof-2	100-Che-R-Sang-2
3278	3788	20741	100-Che-R-Sof-2	100-Che-R-Sof-1
0	0	24019	100-Che-R-Sof-2	100-Che-R-Sof-2
9559	3591	14460	100-Che-R-Sof-2	100-Qia-M-Sang-1
9213	3418	14806	100-Che-R-Sof-2	100-Qia-M-Sang-2
10092	2830	13927	100-Che-R-Sof-2	100-Qia-M-Sof-1
11033	2357	12986	100-Che-R-Sof-2	100-Qia-M-Sof-2
7470	3507	16549	100-Che-R-Sof-2	100-Qia-R-Sang-1
6932	3647	17087	100-Che-R-Sof-2	100-Qia-R-Sang-2
6813	3907	17206	100-Che-R-Sof-2	100-Qia-R-Sof-1
6927	3638	17092	100-Che-R-Sof-2	100-Qia-R-Sof-2
3026	10625	15025	100-Qia-M-Sang-1	1000-Che-M-Sang-1
2934	10698	15117	100-Qia-M-Sang-1	1000-Che-M-Sang-2
2964	11102	15087	100-Qia-M-Sang-1	1000-Che-M-Sof-1
3057	10381	14994	100-Qia-M-Sang-1	1000-Che-M-Sof-2
3132	10253	14919	100-Qia-M-Sang-1	1000-Che-R-Sang-1
3063	10389	14988	100-Qia-M-Sang-1	1000-Che-R-Sang-2
2941	10843	15110	100-Qia-M-Sang-1	1000-Che-R-Sof-1
3047	10659	15004	100-Qia-M-Sang-1	1000-Che-R-Sof-2
3227	10120	14824	100-Qia-M-Sang-1	1000-Qia-M-Sang-1
3333	9886	14718	100-Qia-M-Sang-1	1000-Qia-M-Sang-2
3028	10704	15023	100-Qia-M-Sang-1	1000-Qia-M-Sof-1
3169	10664	14882	100-Qia-M-Sang-1	1000-Qia-M-Sof-2
3355	10158	14696	100-Qia-M-Sang-1	1000-Qia-R-Sang-1
3297	10225	14754	100-Qia-M-Sang-1	1000-Qia-R-Sang-2
2935	11908	15116	100-Qia-M-Sang-1	1000-Qia-R-Sof-1
3147	11127	14904	100-Qia-M-Sang-1	1000-Qia-R-Sof-2
3305	9492	14746	100-Qia-M-Sang-1	100-Che-M-Sang-1
3424	9534	14627	100-Qia-M-Sang-1	100-Che-M-Sang-2
3074	10841	14977	100-Qia-M-Sang-1	100-Che-M-Sof-1
16909	1294	1142	100-Qia-M-Sang-1	100-Che-M-Sof-2
4474	8090	13577	100-Qia-M-Sang-1	100-Che-R-Sang-1
4115	8700	13936	100-Qia-M-Sang-1	100-Che-R-Sang-2
3548	10026	14503	100-Qia-M-Sang-1	100-Che-R-Sof-1
3591	9559	14460	100-Qia-M-Sang-1	100-Che-R-Sof-2
0	0	18051	100-Qia-M-Sang-1	100-Qia-M-Sang-1
6840	7013	11211	100-Qia-M-Sang-1	100-Qia-M-Sang-2
7752	6458	10299	100-Qia-M-Sang-1	100-Qia-M-Sof-1
8305	5597	9746	100-Qia-M-Sang-1	100-Qia-M-Sof-2
5923	7928	12128	100-Qia-M-Sang-1	100-Qia-R-Sang-1
5648	8331	12403	100-Qia-M-Sang-1	100-Qia-R-Sang-2
5610	8672	12441	100-Qia-M-Sang-1	100-Qia-R-Sof-1
5800	8479	12251	100-Qia-M-Sang-1	100-Qia-R-Sof-2
2759	10185	15465	100-Qia-M-Sang-2	1000-Che-M-Sang-1
2683	10274	15541	100-Qia-M-Sang-2	1000-Che-M-Sang-2
2742	10707	15482	100-Qia-M-Sang-2	1000-Che-M-Sof-1
2957	10108	15267	100-Qia-M-Sang-2	1000-Che-M-Sof-2
2803	9751	15421	100-Qia-M-Sang-2	1000-Che-R-Sang-1
2840	9993	15384	100-Qia-M-Sang-2	1000-Che-R-Sang-2
2790	10519	15434	100-Qia-M-Sang-2	1000-Che-R-Sof-1
2886	10325	15338	100-Qia-M-Sang-2	1000-Che-R-Sof-2
3076	9796	15148	100-Qia-M-Sang-2	1000-Qia-M-Sang-1
3201	9581	15023	100-Qia-M-Sang-2	1000-Qia-M-Sang-2
2955	10458	15269	100-Qia-M-Sang-2	1000-Qia-M-Sof-1
2900	10222	15324	100-Qia-M-Sang-2	1000-Qia-M-Sof-2
3132	9762	15092	100-Qia-M-Sang-2	1000-Qia-R-Sang-1
3100	9855	15124	100-Qia-M-Sang-2	1000-Qia-R-Sang-2
2830	11630	15394	100-Qia-M-Sang-2	1000-Qia-R-Sof-1
2842	10649	15382	100-Qia-M-Sang-2	1000-Qia-R-Sof-2
3179	9193	15045	100-Qia-M-Sang-2	100-Che-M-Sang-1
3261	9198	14963	100-Qia-M-Sang-2	100-Che-M-Sang-2
2846	10440	15378	100-Qia-M-Sang-2	100-Che-M-Sof-1
17041	1253	1183	100-Qia-M-Sang-2	100-Che-M-Sof-2
4414	7857	13810	100-Qia-M-Sang-2	100-Che-R-Sang-1
3924	8336	14300	100-Qia-M-Sang-2	100-Che-R-Sang-2
3281	9586	14943	100-Qia-M-Sang-2	100-Che-R-Sof-1
3418	9213	14806	100-Qia-M-Sang-2	100-Che-R-Sof-2
7013	6840	11211	100-Qia-M-Sang-2	100-Qia-M-Sang-1
0	0	18224	100-Qia-M-Sang-2	100-Qia-M-Sang-2
7702	6235	10522	100-Qia-M-Sang-2	100-Qia-M-Sof-1
8367	5486	9857	100-Qia-M-Sang-2	100-Qia-M-Sof-2
5723	7555	12501	100-Qia-M-Sang-2	100-Qia-R-Sang-1
5480	7990	12744	100-Qia-M-Sang-2	100-Qia-R-Sang-2
5580	8469	12644	100-Qia-M-Sang-2	100-Qia-R-Sof-1
5544	8050	12680	100-Qia-M-Sang-2	100-Qia-R-Sof-2
2281	11174	14476	100-Qia-M-Sof-1	1000-Che-M-Sang-1
2281	11339	14476	100-Qia-M-Sof-1	1000-Che-M-Sang-2
2200	11632	14557	100-Qia-M-Sof-1	1000-Che-M-Sof-1
2275	10893	14482	100-Qia-M-Sof-1	1000-Che-M-Sof-2
2463	10878	14294	100-Qia-M-Sof-1	1000-Che-R-Sang-1
2414	11034	14343	100-Qia-M-Sof-1	1000-Che-R-Sang-2
2276	11472	14481	100-Qia-M-Sof-1	1000-Che-R-Sof-1
2297	11203	14460	100-Qia-M-Sof-1	1000-Che-R-Sof-2
2543	10730	14214	100-Qia-M-Sof-1	1000-Qia-M-Sang-1
2735	10582	14022	100-Qia-M-Sof-1	1000-Qia-M-Sang-2
2334	11304	14423	100-Qia-M-Sof-1	1000-Qia-M-Sof-1
2365	11154	14392	100-Qia-M-Sof-1	1000-Qia-M-Sof-2
2512	10609	14245	100-Qia-M-Sof-1	1000-Qia-R-Sang-1
2569	10791	14188	100-Qia-M-Sof-1	1000-Qia-R-Sang-2
2202	12469	14555	100-Qia-M-Sof-1	1000-Qia-R-Sof-1
2395	11669	14362	100-Qia-M-Sof-1	1000-Qia-R-Sof-2
2631	10112	14126	100-Qia-M-Sof-1	100-Che-M-Sang-1
2737	10141	14020	100-Qia-M-Sof-1	100-Che-M-Sang-2
2329	11390	14428	100-Qia-M-Sof-1	100-Che-M-Sof-1
15583	1262	1174	100-Qia-M-Sof-1	100-Che-M-Sof-2
3560	8470	13197	100-Qia-M-Sof-1	100-Che-R-Sang-1
3276	9155	13481	100-Qia-M-Sof-1	100-Che-R-Sang-2
2705	10477	14052	100-Qia-M-Sof-1	100-Che-R-Sof-1
2830	10092	13927	100-Qia-M-Sof-1	100-Che-R-Sof-2
6458	7752	10299	100-Qia-M-Sof-1	100-Qia-M-Sang-1
6235	7702	10522	100-Qia-M-Sof-1	100-Qia-M-Sang-2
0	0	16757	100-Qia-M-Sof-1	100-Qia-M-Sof-1
6908	5494	9849	100-Qia-M-Sof-1	100-Qia-M-Sof-2
5144	8443	11613	100-Qia-M-Sof-1	100-Qia-R-Sang-1
4657	8634	12100	100-Qia-M-Sof-1	100-Qia-R-Sang-2
4783	9139	11974	100-Qia-M-Sof-1	100-Qia-R-Sof-1
4906	8879	11851	100-Qia-M-Sof-1	100-Qia-R-Sof-2
1954	12261	13389	100-Qia-M-Sof-2	1000-Che-M-Sang-1
1915	12387	13428	100-Qia-M-Sof-2	1000-Che-M-Sang-2
1854	12700	13489	100-Qia-M-Sof-2	1000-Che-M-Sof-1
1916	11948	13427	100-Qia-M-Sof-2	1000-Che-M-Sof-2
1950	11779	13393	100-Qia-M-Sof-2	1000-Che-R-Sang-1
1954	11988	13389	100-Qia-M-Sof-2	1000-Che-R-Sang-2
1911	12521	13432	100-Qia-M-Sof-2	1000-Che-R-Sof-1
1989	12309	13354	100-Qia-M-Sof-2	1000-Che-R-Sof-2
2150	11751	13193	100-Qia-M-Sof-2	1000-Qia-M-Sang-1
2265	11526	13078	100-Qia-M-Sof-2	1000-Qia-M-Sang-2
2019	12403	13324	100-Qia-M-Sof-2	1000-Qia-M-Sof-1
2089	12292	13254	100-Qia-M-Sof-2	1000-Qia-M-Sof-2
2113	11624	13230	100-Qia-M-Sof-2	1000-Qia-R-Sang-1
2172	11808	13171	100-Qia-M-Sof-2	1000-Qia-R-Sang-2
1949	13630	13394	100-Qia-M-Sof-2	1000-Qia-R-Sof-1
1976	12664	13367	100-Qia-M-Sof-2	1000-Qia-R-Sof-2
2209	11104	13134	100-Qia-M-Sof-2	100-Che-M-Sang-1
2298	11116	13045	100-Qia-M-Sof-2	100-Che-M-Sang-2
1941	12416	13402	100-Qia-M-Sof-2	100-Che-M-Sof-1
14199	1292	1144	100-Qia-M-Sof-2	100-Che-M-Sof-2
2882	9206	12461	100-Qia-M-Sof-2	100-Che-R-Sang-1
2653	9946	12690	100-Qia-M-Sof-2	100-Che-R-Sang-2
2267	11453	13076	100-Qia-M-Sof-2	100-Che-R-Sof-1
2357	11033	12986	100-Qia-M-Sof-2	100-Che-R-Sof-2
5597	8305	9746	100-Qia-M-Sof-2	100-Qia-M-Sang-1
5486	8367	9857	100-Qia-M-Sof-2	100-Qia-M-Sang-2
5494	6908	9849	100-Qia-M-Sof-2	100-Qia-M-Sof-1
0	0	15343	100-Qia-M-Sof-2	100-Qia-M-Sof-2
4328	9041	11015	100-Qia-M-Sof-2	100-Qia-R-Sang-1
4162	9553	11181	100-Qia-M-Sof-2	100-Qia-R-Sang-2
4126	9896	11217	100-Qia-M-Sof-2	100-Qia-R-Sof-1
4329	9716	11014	100-Qia-M-Sof-2	100-Qia-R-Sof-2
2887	8481	17169	100-Qia-R-Sang-1	1000-Che-M-Sang-1
2858	8617	17198	100-Qia-R-Sang-1	1000-Che-M-Sang-2
2830	8963	17226	100-Qia-R-Sang-1	1000-Che-M-Sof-1
3008	8327	17048	100-Qia-R-Sang-1	1000-Che-M-Sof-2
2870	7986	17186	100-Qia-R-Sang-1	1000-Che-R-Sang-1
2861	8182	17195	100-Qia-R-Sang-1	1000-Che-R-Sang-2
2794	8691	17262	100-Qia-R-Sang-1	1000-Che-R-Sof-1
2936	8543	17120	100-Qia-R-Sang-1	1000-Che-R-Sof-2
3297	8185	16759	100-Qia-R-Sang-1	1000-Qia-M-Sang-1
3673	8221	16383	100-Qia-R-Sang-1	1000-Qia-M-Sang-2
3077	8748	16979	100-Qia-R-Sang-1	1000-Qia-M-Sof-1
3164	8654	16892	100-Qia-R-Sang-1	1000-Qia-M-Sof-2
2941	7739	17115	100-Qia-R-Sang-1	1000-Qia-R-Sang-1
3026	7949	17030	100-Qia-R-Sang-1	1000-Qia-R-Sang-2
2803	9771	17253	100-Qia-R-Sang-1	1000-Qia-R-Sof-1
2856	8831	17200	100-Qia-R-Sang-1	1000-Qia-R-Sof-2
3401	7583	16655	100-Qia-R-Sang-1	100-Che-M-Sang-1
3516	7621	16540	100-Qia-R-Sang-1	100-Che-M-Sang-2
2930	8692	17126	100-Qia-R-Sang-1	100-Che-M-Sof-1
18794	1174	1262	100-Qia-R-Sang-1	100-Che-M-Sof-2
4514	6125	15542	100-Qia-R-Sang-1	100-Che-R-Sang-1
4018	6598	16038	100-Qia-R-Sang-1	100-Che-R-Sang-2
3289	7762	16767	100-Qia-R-Sang-1	100-Che-R-Sof-1
3507	7470	16549	100-Qia-R-Sang-1	100-Che-R-Sof-2
7928	5923	12128	100-Qia-R-Sang-1	100-Qia-M-Sang-1
7555	5723	12501	100-Qia-R-Sang-1	100-Qia-M-Sang-2
8443	5144	11613	100-Qia-R-Sang-1	100-Qia-M-Sof-1
9041	4328	11015	100-Qia-R-Sang-1	100-Qia-M-Sof-2
0	0	20056	100-Qia-R-Sang-1	100-Qia-R-Sang-1
5784	6462	14272	100-Qia-R-Sang-1	100-Qia-R-Sang-2
5887	6944	14169	100-Qia-R-Sang-1	100-Qia-R-Sof-1
5777	6451	14279	100-Qia-R-Sang-1	100-Qia-R-Sof-2
3152	8068	17582	100-Qia-R-Sang-2	1000-Che-M-Sang-1
3082	8163	17652	100-Qia-R-Sang-2	1000-Che-M-Sang-2
3057	8512	17677	100-Qia-R-Sang-2	1000-Che-M-Sof-1
3206	7847	17528	100-Qia-R-Sang-2	1000-Che-M-Sof-2
3092	7530	17642	100-Qia-R-Sang-2	1000-Che-R-Sang-1
3103	7746	17631	100-Qia-R-Sang-2	1000-Che-R-Sang-2
2976	8195	17758	100-Qia-R-Sang-2	1000-Che-R-Sof-1
3072	8001	17662	100-Qia-R-Sang-2	1000-Che-R-Sof-2
3594	7804	17140	100-Qia-R-Sang-2	1000-Qia-M-Sang-1
3791	7661	16943	100-Qia-R-Sang-2	1000-Qia-M-Sang-2
3295	8288	17439	100-Qia-R-Sang-2	1000-Qia-M-Sof-1
3515	8327	17219	100-Qia-R-Sang-2	1000-Qia-M-Sof-2
3401	7521	17333	100-Qia-R-Sang-2	1000-Qia-R-Sang-1
3429	7674	17305	100-Qia-R-Sang-2	1000-Qia-R-Sang-2
2945	9235	17789	100-Qia-R-Sang-2	1000-Qia-R-Sof-1
3094	8391	17640	100-Qia-R-Sang-2	1000-Qia-R-Sof-2
3627	7131	17107	100-Qia-R-Sang-2	100-Che-M-Sang-1
3819	7246	16915	100-Qia-R-Sang-2	100-Che-M-Sang-2
3236	8320	17498	100-Qia-R-Sang-2	100-Che-M-Sof-1
19458	1160	1276	100-Qia-R-Sang-2	100-Che-M-Sof-2
4725	5658	16009	100-Qia-R-Sang-2	100-Che-R-Sang-1
4408	6310	16326	100-Qia-R-Sang-2	100-Che-R-Sang-2
3572	7367	17162	100-Qia-R-Sang-2	100-Che-R-Sof-1
3647	6932	17087	100-Qia-R-Sang-2	100-Che-R-Sof-2
8331	5648	12403	100-Qia-R-Sang-2	100-Qia-M-Sang-1
7990	5480	12744	100-Qia-R-Sang-2	100-Qia-M-Sang-2
8634	4657	12100	100-Qia-R-Sang-2	100-Qia-M-Sof-1
9553	4162	11181	100-Qia-R-Sang-2	100-Qia-M-Sof-2
6462	5784	14272	100-Qia-R-Sang-2	100-Qia-R-Sang-1
0	0	20734	100-Qia-R-Sang-2	100-Qia-R-Sang-2
6292	6671	14442	100-Qia-R-Sang-2	100-Qia-R-Sof-1
6379	6375	14355	100-Qia-R-Sang-2	100-Qia-R-Sof-2
3369	7906	17744	100-Qia-R-Sof-1	1000-Che-M-Sang-1
3304	8006	17809	100-Qia-R-Sof-1	1000-Che-M-Sang-2
3204	8280	17909	100-Qia-R-Sof-1	1000-Che-M-Sof-1
3416	7678	17697	100-Qia-R-Sof-1	1000-Che-M-Sof-2
3392	7451	17721	100-Qia-R-Sof-1	1000-Che-R-Sang-1
3365	7629	17748	100-Qia-R-Sof-1	1000-Che-R-Sang-2
3190	8030	17923	100-Qia-R-Sof-1	1000-Che-R-Sof-1
3213	7763	17900	100-Qia-R-Sof-1	1000-Che-R-Sof-2
3880	7711	17233	100-Qia-R-Sof-1	1000-Qia-M-Sang-1
4087	7578	17026	100-Qia-R-Sof-1	1000-Qia-M-Sang-2
3439	8053	17674	100-Qia-R-Sof-1	1000-Qia-M-Sof-1
3736	8169	17377	100-Qia-R-Sof-1	1000-Qia-M-Sof-2
3619	7360	17494	100-Qia-R-Sof-1	1000-Qia-R-Sang-1
3591	7457	17522	100-Qia-R-Sof-1	1000-Qia-R-Sang-2
3111	9022	18002	100-Qia-R-Sof-1	1000-Qia-R-Sof-1
3273	8191	17840	100-Qia-R-Sof-1	1000-Qia-R-Sof-2
4008	7133	17105	100-Qia-R-Sof-1	100-Che-M-Sang-1
4030	7078	17083	100-Qia-R-Sof-1	100-Che-M-Sang-2
3377	8082	17736	100-Qia-R-Sof-1	100-Che-M-Sof-1
19807	1130	1306	100-Qia-R-Sof-1	100-Che-M-Sof-2
5102	5656	16011	100-Qia-R-Sof-1	100-Che-R-Sang-1
4647	6170	16466	100-Qia-R-Sof-1	100-Che-R-Sang-2
3705	7121	17408	100-Qia-R-Sof-1	100-Che-R-Sof-1
3907	6813	17206	100-Qia-R-Sof-1	100-Che-R-Sof-2
8672	5610	12441	100-Qia-R-Sof-1	100-Qia-M-Sang-1
8469	5580	12644	100-Qia-R-Sof-1	100-Qia-M-Sang-2
9139	4783	11974	100-Qia-R-Sof-1	100-Qia-M-Sof-1
9896	4126	11217	100-Qia-R-Sof-1	100-Qia-M-Sof-2
6944	5887	14169	100-Qia-R-Sof-1	100-Qia-R-Sang-1
6671	6292	14442	100-Qia-R-Sof-1	100-Qia-R-Sang-2
0	0	21113	100-Qia-R-Sof-1	100-Qia-R-Sof-1
6381	5998	14732	100-Qia-R-Sof-1	100-Qia-R-Sof-2
3197	8117	17533	100-Qia-R-Sof-2	1000-Che-M-Sang-1
3167	8252	17563	100-Qia-R-Sof-2	1000-Che-M-Sang-2
3038	8497	17692	100-Qia-R-Sof-2	1000-Che-M-Sof-1
3204	7849	17526	100-Qia-R-Sof-2	1000-Che-M-Sof-2
3223	7665	17507	100-Qia-R-Sof-2	1000-Che-R-Sang-1
3150	7797	17580	100-Qia-R-Sof-2	1000-Che-R-Sang-2
2984	8207	17746	100-Qia-R-Sof-2	1000-Che-R-Sof-1
3084	8017	17646	100-Qia-R-Sof-2	1000-Che-R-Sof-2
3650	7864	17080	100-Qia-R-Sof-2	1000-Qia-M-Sang-1
3767	7641	16963	100-Qia-R-Sof-2	1000-Qia-M-Sang-2
3284	8281	17446	100-Qia-R-Sof-2	1000-Qia-M-Sof-1
3345	8161	17385	100-Qia-R-Sof-2	1000-Qia-M-Sof-2
3441	7565	17289	100-Qia-R-Sof-2	1000-Qia-R-Sang-1
3345	7594	17385	100-Qia-R-Sof-2	1000-Qia-R-Sang-2
2896	9190	17834	100-Qia-R-Sof-2	1000-Qia-R-Sof-1
3157	8458	17573	100-Qia-R-Sof-2	1000-Qia-R-Sof-2
3778	7286	16952	100-Qia-R-Sof-2	100-Che-M-Sang-1
3833	7264	16897	100-Qia-R-Sof-2	100-Che-M-Sang-2
3132	8220	17598	100-Qia-R-Sof-2	100-Che-M-Sof-1
19410	1116	1320	100-Qia-R-Sof-2	100-Che-M-Sof-2
4916	5853	15814	100-Qia-R-Sof-2	100-Che-R-Sang-1
4435	6341	16295	100-Qia-R-Sof-2	100-Che-R-Sang-2
3607	7406	17123	100-Qia-R-Sof-2	100-Che-R-Sof-1
3638	6927	17092	100-Qia-R-Sof-2	100-Che-R-Sof-2
8479	5800	12251	100-Qia-R-Sof-2	100-Qia-M-Sang-1
8050	5544	12680	100-Qia-R-Sof-2	100-Qia-M-Sang-2
8879	4906	11851	100-Qia-R-Sof-2	100-Qia-M-Sof-1
9716	4329	11014	100-Qia-R-Sof-2	100-Qia-M-Sof-2
6451	5777	14279	100-Qia-R-Sof-2	100-Qia-R-Sang-1
6375	6379	14355	100-Qia-R-Sof-2	100-Qia-R-Sang-2
5998	6381	14732	100-Qia-R-Sof-2	100-Qia-R-Sof-1
0	0	20730	100-Qia-R-Sof-2	100-Qia-R-Sof-2
