mq_count	mapQuality	ext	s1	s2	density
94054	18	qiagen	sof2	sanger1	1K
108401	2	qiagen	sof2	sanger1	1K
108669	5	qiagen	sof2	sanger1	1K
115638	21	qiagen	sof2	sanger1	1K
129001	4	qiagen	sof2	sanger1	1K
131064	1	qiagen	sof2	sanger1	1K
134613	52	qiagen	sof2	sanger1	1K
139594	3	qiagen	sof2	sanger1	1K
206459	6	qiagen	sof2	sanger1	1K
212384	7	qiagen	sof2	sanger1	1K
270894	9	qiagen	sof2	sanger1	1K
387682	46	qiagen	sof2	sanger1	1K
1525041	40	qiagen	sof2	sanger1	1K
16903678	0	qiagen	sof2	sanger1	1K
59873372	60	qiagen	sof2	sanger1	1K
18382	32	qiagen	sof2	sanger2	100
19312	34	qiagen	sof2	sanger2	100
20252	35	qiagen	sof2	sanger2	100
21302	44	qiagen	sof2	sanger2	100
23865	38	qiagen	sof2	sanger2	100
24953	47	qiagen	sof2	sanger2	100
26594	56	qiagen	sof2	sanger2	100
27469	53	qiagen	sof2	sanger2	100
28088	59	qiagen	sof2	sanger2	100
28377	20	qiagen	sof2	sanger2	100
28513	37	qiagen	sof2	sanger2	100
29105	23	qiagen	sof2	sanger2	100
29438	51	qiagen	sof2	sanger2	100
30456	41	qiagen	sof2	sanger2	100
31566	50	qiagen	sof2	sanger2	100
31639	42	qiagen	sof2	sanger2	100
31893	36	qiagen	sof2	sanger2	100
32737	22	qiagen	sof2	sanger2	100
35791	55	qiagen	sof2	sanger2	100
36577	26	qiagen	sof2	sanger2	100
37207	57	qiagen	sof2	sanger2	100
37241	49	qiagen	sof2	sanger2	100
42249	29	qiagen	sof2	sanger2	100
42719	25	qiagen	sof2	sanger2	100
44548	39	qiagen	sof2	sanger2	100
45868	28	qiagen	sof2	sanger2	100
46431	48	qiagen	sof2	sanger2	100
47181	8	qiagen	sof2	sanger2	100
50064	54	qiagen	sof2	sanger2	100
50241	24	qiagen	sof2	sanger2	100
53728	27	qiagen	sof2	sanger2	100
54934	43	qiagen	sof2	sanger2	100
56019	11	qiagen	sof2	sanger2	100
59086	10	qiagen	sof2	sanger2	100
63259	30	qiagen	sof2	sanger2	100
65597	45	qiagen	sof2	sanger2	100
73326	31	qiagen	sof2	sanger2	100
79010	17	qiagen	sof2	sanger2	100
79664	14	qiagen	sof2	sanger2	100
81551	13	qiagen	sof2	sanger2	100
92787	15	qiagen	sof2	sanger2	100
97930	16	qiagen	sof2	sanger2	100
113539	33	qiagen	sof2	sanger2	100
125999	12	qiagen	sof2	sanger2	100
134680	58	qiagen	sof2	sanger2	100
144476	18	qiagen	sof2	sanger2	100
149005	19	qiagen	sof2	sanger2	100
164592	2	qiagen	sof2	sanger2	100
183827	5	qiagen	sof2	sanger2	100
193127	1	qiagen	sof2	sanger2	100
216998	3	qiagen	sof2	sanger2	100
224651	4	qiagen	sof2	sanger2	100
232562	21	qiagen	sof2	sanger2	100
368697	52	qiagen	sof2	sanger2	100
387895	6	qiagen	sof2	sanger2	100
419290	7	qiagen	sof2	sanger2	100
638084	9	qiagen	sof2	sanger2	100
1148270	46	qiagen	sof2	sanger2	100
3724555	40	qiagen	sof2	sanger2	100
36112263	60	qiagen	sof2	sanger2	100
48438398	0	qiagen	sof2	sanger2	100
26826	38	qiagen	sof2	sanger2	1K
27052	32	qiagen	sof2	sanger2	1K
27096	34	qiagen	sof2	sanger2	1K
31323	35	qiagen	sof2	sanger2	1K
34623	20	qiagen	sof2	sanger2	1K
35443	41	qiagen	sof2	sanger2	1K
36199	26	qiagen	sof2	sanger2	1K
37024	44	qiagen	sof2	sanger2	1K
38081	23	qiagen	sof2	sanger2	1K
38246	29	qiagen	sof2	sanger2	1K
39706	37	qiagen	sof2	sanger2	1K
40966	56	qiagen	sof2	sanger2	1K
41314	42	qiagen	sof2	sanger2	1K
41825	36	qiagen	sof2	sanger2	1K
42098	28	qiagen	sof2	sanger2	1K
42607	47	qiagen	sof2	sanger2	1K
42999	50	qiagen	sof2	sanger2	1K
43592	22	qiagen	sof2	sanger2	1K
43640	53	qiagen	sof2	sanger2	1K
46124	51	qiagen	sof2	sanger2	1K
50672	59	qiagen	sof2	sanger2	1K
51072	43	qiagen	sof2	sanger2	1K
51434	57	qiagen	sof2	sanger2	1K
51494	17	qiagen	sof2	sanger2	1K
51791	8	qiagen	sof2	sanger2	1K
52018	25	qiagen	sof2	sanger2	1K
52626	11	qiagen	sof2	sanger2	1K
53072	55	qiagen	sof2	sanger2	1K
54736	49	qiagen	sof2	sanger2	1K
56374	10	qiagen	sof2	sanger2	1K
57249	31	qiagen	sof2	sanger2	1K
57488	14	qiagen	sof2	sanger2	1K
57623	45	qiagen	sof2	sanger2	1K
59273	16	qiagen	sof2	sanger2	1K
59932	30	qiagen	sof2	sanger2	1K
61055	39	qiagen	sof2	sanger2	1K
61887	24	qiagen	sof2	sanger2	1K
66802	27	qiagen	sof2	sanger2	1K
71130	13	qiagen	sof2	sanger2	1K
71167	58	qiagen	sof2	sanger2	1K
77996	15	qiagen	sof2	sanger2	1K
81724	48	qiagen	sof2	sanger2	1K
82094	19	qiagen	sof2	sanger2	1K
83521	54	qiagen	sof2	sanger2	1K
84392	33	qiagen	sof2	sanger2	1K
88534	12	qiagen	sof2	sanger2	1K
90402	18	qiagen	sof2	sanger2	1K
103261	5	qiagen	sof2	sanger2	1K
105452	2	qiagen	sof2	sanger2	1K
109329	21	qiagen	sof2	sanger2	1K
122405	4	qiagen	sof2	sanger2	1K
127108	1	qiagen	sof2	sanger2	1K
131619	52	qiagen	sof2	sanger2	1K
134062	3	qiagen	sof2	sanger2	1K
195469	6	qiagen	sof2	sanger2	1K
195504	7	qiagen	sof2	sanger2	1K
254193	9	qiagen	sof2	sanger2	1K
375707	46	qiagen	sof2	sanger2	1K
1484498	40	qiagen	sof2	sanger2	1K
15523612	0	qiagen	sof2	sanger2	1K
62181327	60	qiagen	sof2	sanger2	1K
