total	mapped	paired	plate	sampleName	pc_mapped	balance_coeff
97066	22737	15626	ubn1	1148499799	0.23424268023818845	6.783553239213617
122272	59721	44050	ubn1	1148499800	0.4884274404606124	2.5826367609383634
85790	44932	30150	ubn1	1148499806	0.5237440261102693	3.4326905101041576
272	159	120	ubn1	1148499814	0.5845588235294118	970.0481132075473
107526	46853	29578	ubn1	1148499816	0.4357364730390789	3.291948221031738
105482	36605	21316	ubn1	1148499817	0.3470260328776474	4.213567818604016
74228	36047	24416	ubn1	1148499820	0.48562537048014226	4.278792964740478
96620	45565	29610	ubn1	1148499825	0.47158973297453943	3.385002743333699
84286	35901	22400	ubn1	1148499838	0.4259426239233087	4.2961936993398515
108716	30009	18024	ubn1	1148499839	0.27603112697303067	5.139713086074178
73528	32018	20146	ubn1	1148499843	0.43545316070068546	4.817216878006122
107334	30004	16588	ubn1	1148499855	0.27953863640598503	5.140569590721237
91764	42176	26388	ubn1	1148499857	0.45961379190096335	3.6570004267830045
124706	56310	35758	ubn1	1148499865	0.4515420268471445	2.739080980287693
90472	39370	24548	ubn1	1148499866	0.4351622601467858	3.917644145288291
86302	39742	27748	ubn1	1148499867	0.46049917730759427	3.8809735292637515
89744	33515	19272	ubn1	1148499883	0.3734511499376003	4.602048336565717
119144	58026	42858	ubn1	1148499885	0.4870241052843618	2.65807827525592
64282	28123	17320	ubn1	1148499897	0.43749416632961013	5.484395334779363
30094	14935	10050	ubn1	1148499904	0.4962783279058949	10.327261466354203
93466	62546	49840	ubn1	1148499918	0.6691845162946954	2.4659874332491287
38944	22451	16028	ubn1	1148499937	0.5764944535743632	6.869967930159013
110486	48225	31098	ubn1	1148499953	0.43648064008109627	3.1982923794712286
100122	44317	28314	ubn1	1148500020	0.4426299914104792	3.4803269625651554
105274	46635	29540	ubn1	1148500086	0.44298687235214773	3.307336764232872
61636	34760	25038	ubn1	1148500107	0.5639561295346875	4.437216628308401
116422	45601	28138	ubn1	1148500181	0.39168713816976175	3.3823304313501903
84250	32935	19578	ubn1	1148500211	0.390919881305638	4.683092454835282
79550	38532	25406	ubn1	1148500212	0.48437460716530484	4.002845686701963
15882	7029	4892	ubn1	1148500240	0.44257650170003776	21.943043107127618
61260	26346	17608	ubn1	1148500256	0.4300685602350637	5.854309952174903
79294	28777	16936	ubn1	1148500454	0.3629152268771912	5.359754317684263
93684	43002	27858	ubn1	1148500457	0.4590111438452671	3.5867552671968745
112568	52070	32802	ubn1	1148500468	0.46256484969085354	2.962121183022854
77508	27735	16634	ubn1	1148500503	0.3578340300356092	5.561119524067063
61444	28777	18614	ubn1	1148500514	0.4683451598203242	5.359754317684263
119856	60638	42078	ubn1	1148500516	0.5059237751969029	2.5435807579405654
89338	38972	24642	ubn1	1148500523	0.4362309431596857	3.9576529303089405
40538	16983	10314	ubn1	1148500532	0.41894025358922493	9.081884826002474
91814	38711	23722	ubn1	1148500543	0.4216241531792537	3.984336493503139
13792	2429	1860	ubn1	1149102600	0.17611658932714616	63.49841498559078
114578	21568	10802	ubn1	1149103841	0.18823857983207945	7.151226353857567
66024	16527	11204	ubn1	1149104054	0.2503180661577608	9.332465057179162
114690	16987	11548	ubn1	1149104510	0.1481123027290958	9.079746276564432
48438	8615	5734	ubn1	1149104580	0.17785622858086625	17.90338363319791
44382	12665	8710	ubn1	1149104616	0.285363435627056	12.178258981444927
66400	19983	12892	ubn1	1149108373	0.3009487951807229	7.7184431767001955
85916	18298	12278	ubn1	1149108415	0.2129754644070953	8.429208110175976
172394	39069	25918	ubn1	NAMP1-NEG-1	0.22662621668967597	3.947826921600246
80766	28625	18756	ubn1	NAMP1-NEG-11	0.3544189386623084	5.388214847161572
80072	12726	7744	ubn1	NAMP1-NEG-2	0.1589319612348886	12.119884488448845
90842	19120	11820	ubn1	NAMP1-NEG-3	0.21047533079412606	8.06682269874477
85296	22186	14272	ubn1	NAMP1-NEG-4	0.2601059838679422	6.952026052465519
121610	60335	39832	ubn1	NAMP1-NEG-5	0.4961351862511307	2.556354520593354
123186	60701	39078	ubn1	NAMP1-NEG-7	0.4927589174094459	2.5409408411723042
99786	50217	32926	ubn1	NAMP1-NEG-9	0.5032469484697252	3.0714230240755125
2099952	675719	416482	ubn1	Undetermined	0.321778307313691	0.22825708615563572
